Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Driver_Cancellation_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method,Driver_ID
20/02/2024,6:51:34 pm,"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,2.6,22.8,,null,,null,1,Vehicle Breakdown,351,8.68,,,UPI,D087
26/05/2024,8:45:58 pm,"""CNR6987620""",Completed,"""CID3121337""",Auto,Tilak Nagar,Azadpur,5.4,28.9,,null,,null,,null,585,34.14,4.6,4.1,Debit Card,D083
24/12/2024,10:30:20 am,"""CNR4132145""",Completed,"""CID5140786""",Auto,DLF Phase 3,Udyog Vihar Phase 4,6.4,44.7,,null,,null,,null,554,31.79,4.3,4.6,Cash,D088
07/06/2024,5:11:59 pm,"""CNR8207805""",Completed,"""CID6685791""",Bike,Laxmi Nagar,Sohna Road,10.8,28.5,,null,,null,,null,803,25.01,4.1,4.5,Credit Card,D096
28/04/2024,7:59:01 pm,"""CNR1438443""",Completed,"""CID5468663""",Go Mini,Huda City Centre,Akshardham,9.4,24.8,,null,,null,,null,388,17.56,4.2,4.7,UPI,D091
26/01/2024,6:13:59 pm,"""CNR6129081""",Cancelled by Customer,"""CID2998238""",Bike,Shastri Nagar,Shivaji Park,7,,1,Wrong Address,,null,,null,,,,,null,D099
18/01/2024,11:04:30 pm,"""CNR1361929""",Completed,"""CID9052724""",Go Mini,Uttam Nagar,Greater Kailash,11.2,38.5,,null,,null,,null,192,48.96,3.1,4.6,UPI,D074
15/04/2024,7:03:28 pm,"""CNR2687237""",Completed,"""CID4887972""",Go Mini,Mehrauli,Nawada,9,39.1,,null,,null,,null,79,32.91,4.4,3.8,Uber Wallet,D095
19/12/2024,8:42:59 pm,"""CNR7486337""",No Driver Found,"""CID8581638""",Go Mini,Mansarovar Park,Manesar,,,,null,,null,,null,,,,,null,D067
22/01/2024,6:23:40 pm,"""CNR4269906""",Completed,"""CID9683944""",Bike,Lajpat Nagar,Okhla,2.4,26.6,,null,,null,,null,242,45.7,4,4.9,UPI,D103
08/08/2024,9:13:51 pm,"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,13.4,,1,Driver asked to cancel,,null,,null,,,,,null,D023
21/05/2024,8:31:57 pm,"""CNR1401386""",Completed,"""CID2154950""",Go Mini,Botanical Garden,Azadpur,5.4,32.6,,null,,null,,null,323,38.32,4.4,3.7,Uber Wallet,D087
17/08/2024,12:35:03 pm,"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,7.7,,,null,1,Customer related issue,,null,,,,,null,D095
02/06/2024,9:27:23 pm,"""CNR7409512""",Completed,"""CID5474366""",Auto,Karol Bagh,Palam Vihar,5.4,24.4,,null,,null,,null,799,9.1,4.2,4.6,UPI,D086
11/03/2024,10:20:11 pm,"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,19.1,,1,Change of plans,,null,,null,,,,,null,D105
20/11/2024,4:42:58 pm,"""CNR1980045""",Completed,"""CID9418411""",Premier Sedan,Ramesh Nagar,Greater Kailash,2.9,39.3,,null,,null,,null,134,49.26,4.1,4.9,UPI,D015
23/10/2024,10:50:53 am,"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,3.9,,,null,1,More than permitted people in there,,null,,,,,null,D076
10/08/2024,6:36:43 pm,"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,18.5,,1,Change of plans,,null,,null,,,,,null,D108
06/05/2024,7:24:18 pm,"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,16.1,,1,Driver asked to cancel,,null,,null,,,,,null,D098
13/11/2024,6:51:43 am,"""CNR9749627""",Completed,"""CID3065827""",Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,,null,,null,,null,113,8.21,4.3,5,UPI,D034
16/09/2024,4:07:51 pm,"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,2.3,19.6,,null,,null,1,Vehicle Breakdown,84,16.09,,,Uber Wallet,D088
16/05/2024,12:35:33 pm,"""CNR6236514""",Completed,"""CID3761463""",Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,,null,,null,,null,81,11.94,4,4.5,UPI,D071
15/02/2024,7:11:02 pm,"""CNR9048385""",Completed,"""CID5242973""",Go Sedan,India Gate,Kashmere Gate,4.5,43.1,,null,,null,,null,992,8.23,5,4.6,UPI,D030
01/08/2024,6:16:08 am,"""CNR1903168""",Completed,"""CID1051794""",Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,,null,,null,,null,513,49.5,4.3,4.9,UPI,D006
02/05/2024,7:16:35 pm,"""CNR2922907""",Completed,"""CID4507250""",Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,,null,,null,,null,635,37.37,4.3,4.6,UPI,D018
27/08/2024,6:04:30 am,"""CNR7621341""",Completed,"""CID1429306""",Uber XL,Kashmere Gate,Jor Bagh,6.9,17,,null,,null,,null,242,35.38,4.4,4.9,UPI,D124
20/10/2024,12:47:05 pm,"""CNR5803828""",Completed,"""CID1039074""",Bike,Barakhamba Road,DLF City Court,12.5,20.6,,null,,null,,null,1114,34.81,4.1,4.2,Uber Wallet,D113
25/06/2024,11:08:22 pm,"""CNR4868713""",Completed,"""CID2089650""",Bike,Gurgaon Sector 56,Cyber Hub,9,37.7,,null,,null,,null,372,20.92,3.8,4.6,UPI,D111
13/02/2024,6:11:32 am,"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,6.2,,,null,1,The customer was coughing/sick,,null,,,,,null,D102
10/07/2024,4:51:38 pm,"""CNR3841045""",Completed,"""CID1210899""",Go Mini,Ashram,Yamuna Bank,3.5,40.2,,null,,null,,null,387,23.39,4.3,4.7,Uber Wallet,D075
10/06/2024,7:38:34 am,"""CNR5265040""",Completed,"""CID3076700""",Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,,null,,null,,null,767,30.82,4.6,4.9,UPI,D022
11/07/2024,2:42:27 pm,"""CNR8112878""",Completed,"""CID4809063""",Auto,Shahdara,Paharganj,7.1,24.4,,null,,null,,null,447,21.31,4.5,4.1,UPI,D088
20/06/2024,7:14:32 am,"""CNR4617937""",Completed,"""CID7348314""",Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,,null,,null,,null,500,20.41,4.3,4.7,Credit Card,D007
18/11/2024,4:38:12 pm,"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,7.2,,,null,1,Personal & Car related issues,,null,,,,,null,D106
05/03/2024,12:21:00 pm,"""CNR7340396""",Completed,"""CID7334750""",Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,,null,,null,,null,446,25.94,4.9,4.3,Debit Card,D073
12/01/2024,9:19:16 am,"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,11.6,,,null,1,The customer was coughing/sick,,null,,,,,null,D108
17/05/2024,1:08:21 am,"""CNR7554746""",Completed,"""CID3234126""",eBike,Huda City Centre,Aya Nagar,2.6,32.9,,null,,null,,null,125,39.16,4.1,4.9,UPI,D103
13/05/2024,9:08:35 pm,"""CNR9430550""",Completed,"""CID3901448""",Go Sedan,Dilshad Garden,Subhash Nagar,11.4,17.2,,null,,null,,null,419,23.79,4.3,4.7,Uber Wallet,D040
04/01/2024,6:58:58 am,"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,3.3,,,null,1,More than permitted people in there,,null,,,,,null,D032
19/06/2024,10:02:03 pm,"""CNR4112922""",Completed,"""CID8248967""",Go Sedan,Basai Dhankot,Qutub Minar,4.7,17.7,,null,,null,,null,477,41.93,4.6,4.9,Cash,D002
01/07/2024,6:52:02 pm,"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,5.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D032
05/11/2024,5:11:41 pm,"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,8,,,null,1,Customer related issue,,null,,,,,null,D032
26/04/2024,9:03:12 pm,"""CNR4722464""",Completed,"""CID7557487""",Auto,Anand Vihar,IMT Manesar,11.3,33,,null,,null,,null,352,6.71,4.2,4.7,UPI,D085
22/02/2024,10:48:26 pm,"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,11.1,,,null,1,Customer related issue,,null,,,,,null,D112
04/12/2024,2:09:18 pm,"""CNR4720063""",Completed,"""CID1461597""",Go Sedan,Munirka,Sushant Lok,7.4,39,,null,,null,,null,117,15.63,4.6,4.5,UPI,D009
10/11/2024,9:58:14 am,"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,9.4,,,null,1,More than permitted people in there,,null,,,,,null,D024
12/12/2024,12:01:07 pm,"""CNR5314934""",Completed,"""CID1026547""",Go Sedan,Tis Hazari,Arjangarh,9.3,28.5,,null,,null,,null,51,29.8,4.6,3.9,UPI,D010
02/03/2024,10:28:52 pm,"""CNR5517193""",Completed,"""CID9143442""",Uber XL,Malviya Nagar,Sohna Road,6,26.6,,null,,null,,null,81,5.59,4.9,4.2,Cash,D120
12/07/2024,4:39:57 pm,"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,8.2,,,null,1,The customer was coughing/sick,,null,,,,,null,D087
17/12/2024,7:11:24 pm,"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,7.2,18.4,,null,,null,1,Customer Demand,635,6.57,,,UPI,D004
29/08/2024,9:01:54 pm,"""CNR3455701""",Completed,"""CID9643714""",Bike,Munirka,Tis Hazari,13.5,41.8,,null,,null,,null,51,4.44,4.4,4.7,Uber Wallet,D102
25/03/2024,6:40:11 pm,"""CNR5149854""",Completed,"""CID9975388""",Go Sedan,Akshardham,IGNOU Road,4.9,33,,null,,null,,null,469,26.93,4.3,4.9,UPI,D012
30/06/2024,9:34:48 pm,"""CNR6027511""",Completed,"""CID6080643""",Bike,Udyog Vihar Phase 4,Greater Kailash,9.9,22,,null,,null,,null,320,28.78,4.2,4.5,UPI,D105
18/07/2024,2:41:57 am,"""CNR4569804""",Completed,"""CID8474448""",Go Mini,Raj Nagar Extension,IMT Manesar,13.3,24.6,,null,,null,,null,726,12.98,4.2,4.3,Debit Card,D079
14/03/2024,11:23:23 pm,"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,2,10.3,,null,,null,1,Customer Demand,68,19.06,,,Cash,D092
26/09/2024,12:23:13 pm,"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,4.4,15.7,,null,,null,1,Vehicle Breakdown,136,14,,,Debit Card,D097
15/09/2024,8:23:02 pm,"""CNR5784218""",Completed,"""CID1814194""",Go Sedan,Nawada,New Delhi Railway Station,8.8,16.8,,null,,null,,null,455,43.06,3.8,4.3,UPI,D026
12/05/2024,10:16:09 am,"""CNR6349771""",Completed,"""CID5577961""",Auto,Lajpat Nagar,Shivaji Park,2.6,22.2,,null,,null,,null,995,38.96,4.7,4.9,Debit Card,D066
16/11/2024,7:05:30 pm,"""CNR3708287""",Completed,"""CID2958217""",Uber XL,Aya Nagar,Meerut,2.7,25.8,,null,,null,,null,1179,18.87,4.9,4.6,Uber Wallet,D117
19/07/2024,4:57:27 pm,"""CNR8365625""",Completed,"""CID4463605""",Bike,Lok Kalyan Marg,Maidan Garhi,11,33.1,,null,,null,,null,525,47.88,4.2,4.6,Uber Wallet,D108
02/12/2024,8:04:25 pm,"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,11.3,,,null,1,Personal & Car related issues,,null,,,,,null,D089
08/08/2024,2:29:16 pm,"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,6.9,,,null,1,More than permitted people in there,,null,,,,,null,D095
15/09/2024,10:06:40 pm,"""CNR6158921""",Completed,"""CID4203688""",Go Sedan,Ramesh Nagar,Keshav Puram,5.1,27.9,,null,,null,,null,300,5.7,4.2,4.6,UPI,D025
30/05/2024,6:57:34 pm,"""CNR7484371""",Completed,"""CID7265108""",Go Sedan,Maidan Garhi,Sarai Kale Khan,11.1,18.4,,null,,null,,null,202,4.62,3.2,4.1,UPI,D004
05/12/2024,7:56:34 am,"""CNR9301716""",Completed,"""CID4647277""",Premier Sedan,Greater Kailash,Green Park,6.3,34.1,,null,,null,,null,475,42.26,4.3,4.2,Cash,D025
16/07/2024,7:23:06 pm,"""CNR6511558""",Completed,"""CID5808222""",Go Sedan,Sarojini Nagar,Saidulajab,6.1,17,,null,,null,,null,833,19.49,4,3.4,Debit Card,D031
14/06/2024,4:59:15 pm,"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,3.9,,,null,1,Customer related issue,,null,,,,,null,D001
06/01/2024,8:53:36 pm,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,Palam Vihar,Shahdara,7.3,33.1,,null,,null,,null,158,40.36,3.7,4.9,UPI,D088
28/02/2024,3:21:43 am,"""CNR1038498""",Completed,"""CID6242930""",Bike,GTB Nagar,Palam Vihar,10,36.9,,null,,null,,null,155,42.59,4.7,3.2,Cash,D110
26/04/2024,6:49:22 pm,"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,9.3,,,null,1,More than permitted people in there,,null,,,,,null,D080
31/03/2024,8:32:26 am,"""CNR4896767""",Completed,"""CID6418422""",Auto,Cyber Hub,Mundka,10.5,33.9,,null,,null,,null,107,21.68,4.3,4.9,UPI,D070
04/04/2024,4:33:57 pm,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,,null,,null,,null,151,29.9,4.6,4.6,UPI,D074
07/05/2024,9:10:50 pm,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,,null,,null,,null,187,42.27,4.3,4.8,Cash,D067
15/06/2024,7:12:37 pm,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,,null,,null,,null,1543,49.71,4.4,5,Cash,D074
14/06/2024,8:58:12 pm,"""CNR9927786""",Completed,"""CID8378909""",eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,,null,,null,,null,432,32.56,4.2,5,UPI,D103
04/03/2024,9:24:16 pm,"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,10.2,,1,Driver is not moving towards pickup location,,null,,null,,,,,null,D037
23/01/2024,10:28:09 am,"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,4.4,23.6,,null,,null,1,Vehicle Breakdown,195,14.49,,,Uber Wallet,D021
28/10/2024,3:46:27 pm,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,,null,,null,,null,54,31.49,4.6,4.9,Cash,D091
06/02/2024,10:17:43 am,"""CNR4578797""",Completed,"""CID1104786""",Auto,Narsinghpur,Maidan Garhi,13.4,20,,null,,null,,null,939,21.28,3.8,5,UPI,D086
04/12/2024,7:48:07 am,"""CNR5277125""",Completed,"""CID7166980""",Auto,MG Road,GTB Nagar,9.8,43.4,,null,,null,,null,829,34.14,4.6,4.2,UPI,D090
22/12/2024,5:53:25 pm,"""CNR2343017""",Completed,"""CID9190683""",Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,,null,,null,,null,314,20.66,4.6,4.3,UPI,D066
24/08/2024,9:09:54 pm,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,Badarpur,Tis Hazari,11.7,30.5,,null,,null,,null,1249,24.6,4.1,3.7,Cash,D029
18/09/2024,8:48:36 am,"""CNR1050716""",Completed,"""CID3789359""",Auto,Gurgaon Sector 29,South Extension,4.5,27.4,,null,,null,,null,437,27.94,3.9,4.6,UPI,D080
22/10/2024,8:41:41 am,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,,null,,null,,null,83,44.57,4.6,4.5,UPI,D073
16/06/2024,6:53:10 am,"""CNR1254363""",Completed,"""CID9092173""",Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,,null,,null,,null,1444,15.43,4.2,3.1,Cash,D088
22/12/2024,9:03:55 am,"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,6.5,,,null,1,Customer related issue,,null,,,,,null,D069
02/07/2024,3:25:18 pm,"""CNR6092310""",No Driver Found,"""CID4998701""",Premier Sedan,Bahadurgarh,Uttam Nagar,,,,null,,null,,null,,,,,null,D012
07/09/2024,4:07:03 am,"""CNR2742692""",Completed,"""CID6825812""",Bike,Gwal Pahari,Golf Course Road,5.8,31.4,,null,,null,,null,1368,42.88,4.3,3.8,Cash,D097
05/07/2024,6:41:29 am,"""CNR7165550""",No Driver Found,"""CID7694379""",Bike,Punjabi Bagh,Ghitorni Village,,,,null,,null,,null,,,,,null,D108
03/05/2024,9:53:28 pm,"""CNR9101826""",Completed,"""CID1875498""",Auto,Tagore Garden,Narsinghpur,7.1,18,,null,,null,,null,418,23.31,4.2,4.6,UPI,D088
10/04/2024,7:13:34 pm,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,Samaypur Badli,IGNOU Road,11,40,,null,,null,,null,363,31.36,4.2,4.3,UPI,D037
06/02/2024,9:18:36 am,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,AIIMS,Chandni Chowk,12.8,15.3,,null,,null,,null,279,16.68,4.1,4.9,Cash,D074
22/04/2024,5:13:32 pm,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,Hero Honda Chowk,AIIMS,5.1,39.9,,null,,null,,null,332,49.06,4.4,4.6,Cash,D087
25/09/2024,6:58:35 pm,"""CNR9707820""",Completed,"""CID2183387""",Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,,null,,null,,null,448,28.34,4.3,4.9,UPI,D088
08/07/2024,6:18:13 pm,"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,11.2,,1,Wrong Address,,null,,null,,,,,null,D107
04/06/2024,3:49:09 pm,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,Badarpur,Ambience Mall,12.9,29.7,,null,,null,,null,64,38.65,3.5,5,UPI,D028
10/12/2024,2:20:31 pm,"""CNR9573367""",Completed,"""CID7080252""",Go Sedan,Mandi House,Rohini,4.2,18.9,,null,,null,,null,682,3.05,4.7,4.3,UPI,D026
27/07/2024,10:59:44 am,"""CNR4563554""",No Driver Found,"""CID3656786""",Go Mini,Chanakyapuri,Munirka,,,,null,,null,,null,,,,,null,D070
13/07/2024,2:49:21 am,"""CNR3121090""",Completed,"""CID1670641""",Go Mini,Mandi House,India Gate,5.2,37.8,,null,,null,,null,488,41.81,4.2,4.1,UPI,D090
14/06/2024,11:41:45 am,"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,16.9,,1,Change of plans,,null,,null,,,,,null,D086
16/10/2024,9:30:28 pm,"""CNR3590282""",Completed,"""CID7281467""",Go Sedan,Barakhamba Road,Ghaziabad,3.9,40.6,,null,,null,,null,953,31.28,4.9,4.7,Cash,D001
05/05/2024,7:10:02 pm,"""CNR5792733""",Completed,"""CID2894784""",Go Sedan,Jor Bagh,Azadpur,9.9,15.6,,null,,null,,null,965,34.5,4.1,4.2,UPI,D038
18/02/2024,4:24:39 pm,"""CNR7417036""",Completed,"""CID8283589""",Go Sedan,Khan Market,Green Park,10,40.6,,null,,null,,null,405,13.1,3.6,4.6,Credit Card,D029
14/08/2024,2:34:57 pm,"""CNR7957879""",No Driver Found,"""CID3277993""",Auto,Satguru Ram Singh Marg,Sikanderpur,,,,null,,null,,null,,,,,null,D087
07/03/2024,10:59:58 am,"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,10.2,,,null,1,Personal & Car related issues,,null,,,,,null,D079
29/08/2024,5:11:13 pm,"""CNR8918353""",Completed,"""CID4955715""",Go Sedan,Udyog Vihar Phase 4,Kalkaji,5,23.7,,null,,null,,null,423,9.93,4.4,4.9,UPI,D004
28/06/2024,11:11:32 pm,"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,11.9,,1,Driver asked to cancel,,null,,null,,,,,null,D004
24/12/2024,10:03:37 am,"""CNR1390232""",No Driver Found,"""CID6307524""",Auto,GTB Nagar,Jasola,,,,null,,null,,null,,,,,null,D072
25/05/2024,8:42:50 am,"""CNR3047231""",Completed,"""CID5464558""",Auto,Akshardham,Bahadurgarh,11.1,31.9,,null,,null,,null,264,31.93,3.7,4.2,UPI,D088
01/02/2024,9:13:13 am,"""CNR5380412""",Completed,"""CID8125937""",Go Mini,Shivaji Park,Hauz Khas,11.2,31.3,,null,,null,,null,249,34.73,4.2,4.9,UPI,D069
10/03/2024,9:06:20 pm,"""CNR4886117""",Completed,"""CID2026490""",Auto,Jasola,Delhi Gate,13.5,32.9,,null,,null,,null,628,31.51,4.9,4.9,Cash,D077
03/03/2024,1:48:25 pm,"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,4.1,19.7,,null,,null,1,Other Issue,110,14.46,,,UPI,D121
26/10/2024,1:44:51 pm,"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,9.3,,,null,1,Customer related issue,,null,,,,,null,D103
11/07/2024,8:20:54 pm,"""CNR5468556""",Completed,"""CID4533250""",Bike,Udyog Bhawan,Mundka,7.7,15.9,,null,,null,,null,190,10.27,4.7,4.8,UPI,D105
04/04/2024,8:50:10 am,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,,null,,null,,null,264,46.07,4.3,3.1,Uber Wallet,D006
06/09/2024,4:16:28 pm,"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,7.6,,1,AC is not working,,null,,null,,,,,null,D013
20/12/2024,10:45:14 am,"""CNR5622847""",Completed,"""CID7679264""",Bike,Panipat,New Colony,10,37.3,,null,,null,,null,147,45.51,4.3,4.5,UPI,D098
04/07/2024,11:00:26 am,"""CNR4461457""",No Driver Found,"""CID8192836""",Go Mini,Noida Film City,Kirti Nagar,,,,null,,null,,null,,,,,null,D086
25/09/2024,3:55:15 pm,"""CNR3788830""",Completed,"""CID1892630""",Auto,Vidhan Sabha,Kaushambi,4.4,28.1,,null,,null,,null,953,34.9,4.4,4.8,UPI,D095
17/10/2024,5:46:59 pm,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,AIIMS,Ashok Park Main,14.9,20.9,,null,,null,,null,654,30.87,4.3,4.9,Cash,D094
01/06/2024,8:04:36 am,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,,null,,null,,null,427,37.07,4.1,4.9,Cash,D033
25/12/2024,5:04:40 am,"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,,,null,1,Personal & Car related issues,,null,,,,,null,D073
04/07/2024,8:02:57 am,"""CNR5166870""",Completed,"""CID9712348""",Auto,Keshav Puram,Mayur Vihar,5.8,25.5,,null,,null,,null,610,35.38,4.4,4.3,Uber Wallet,D087
23/04/2024,11:09:18 am,"""CNR1915557""",Completed,"""CID8572565""",Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,,null,,null,,null,648,19.61,4.2,5,UPI,D112
11/02/2024,6:46:31 pm,"""CNR3460247""",Completed,"""CID7449191""",Bike,Punjabi Bagh,Green Park,8.8,40.4,,null,,null,,null,792,23.82,3.2,4.3,Cash,D096
28/04/2024,2:03:27 pm,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,,null,,null,,null,676,39.98,3.6,4.7,UPI,D084
22/03/2024,9:49:01 pm,"""CNR7439127""",Completed,"""CID2424398""",Bike,Raj Nagar Extension,Moolchand,5.1,22.4,,null,,null,,null,389,27.16,3.6,3.9,Uber Wallet,D115
28/04/2024,7:28:54 am,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,,null,,null,,null,74,48.45,4.1,3.9,Uber Wallet,D040
01/05/2024,9:30:03 am,"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,8.2,,,null,1,Personal & Car related issues,,null,,,,,null,D067
12/01/2024,6:48:40 pm,"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,10.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D012
07/05/2024,8:05:26 pm,"""CNR4730676""",Completed,"""CID5429248""",Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,,null,,null,,null,465,25.05,4.4,4.9,Credit Card,D075
27/08/2024,9:40:17 am,"""CNR6139544""",Completed,"""CID9812979""",Auto,Khan Market,New Delhi Railway Station,5.3,43.6,,null,,null,,null,932,40.21,4.1,4.1,UPI,D086
03/04/2024,7:47:28 pm,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,ITO,Noida Film City,10.8,33.7,,null,,null,,null,191,44.48,3.8,4.9,Cash,D018
21/04/2024,12:27:17 pm,"""CNR5129655""",Completed,"""CID6449078""",Bike,India Gate,Shastri Nagar,5.2,34.9,,null,,null,,null,770,6.82,4.3,4.8,UPI,D100
15/09/2024,7:41:11 pm,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,Indraprastha,IGI Airport,14.3,23.4,,null,,null,,null,514,16.21,4.3,3.8,UPI,D086
14/05/2024,2:17:08 pm,"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,11.7,,,null,1,More than permitted people in there,,null,,,,,null,D091
18/09/2024,6:07:44 pm,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,,null,,null,,null,349,12.9,4.2,5,UPI,D005
27/07/2024,9:55:25 pm,"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,10.1,,,null,1,Customer related issue,,null,,,,,null,D066
07/10/2024,4:22:15 pm,"""CNR6028710""",Completed,"""CID1715075""",eBike,Janakpuri,Golf Course Road,9.2,41.2,,null,,null,,null,267,12.22,4.3,4.1,Cash,D111
19/11/2024,7:50:54 am,"""CNR3761377""",No Driver Found,"""CID2461173""",eBike,Ashok Park Main,Lok Kalyan Marg,,,,null,,null,,null,,,,,null,D111
27/06/2024,5:13:13 pm,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,Samaypur Badli,Ghitorni,4.4,37,,null,,null,,null,325,3.95,3.8,4.8,UPI,D086
